,path,sentence
34673,wavs/record_smarthome_7000031_440.wav,ปิดประตูรั้ว
34674,wavs/record_smarthome_7000053_1085.wav,อีกสามสิบนาทีเปิดไฟห้องเก็บของให้หน่อยนะ
34676,wavs/record_healthcare_7000038_2386.wav,ปวดหัวแสดงว่ากำลังจะเป็นไข้
34677,wavs/record_healthcare_7000028_406.wav,ปวดหลังมากอยากจัดกระดูก
34679,wavs/record_smarthome_7000035_1031.wav,ส่งสัญญาณขอความช่วยเหลือ
34681,wavs/record_healthcare_7000036_1141.wav,รู้สึกวิงเวียนเมื่อนอนน้อย
34683,wavs/record_smarthome_7000043_2127.wav,เปิดแอร์สี่สิบห้าองศา
34684,wavs/record_smarthome_7000043_637.wav,ปิดเครื่องฟอกอากาศ
34685,wavs/record_healthcare_7000025_2152.wav,จำไม่ได้ว่าต้องกินยาตัวไหน
34687,wavs/record_smarthome_7000034_731.wav,ปิดโคมไฟตรงโซฟา
34693,wavs/record_smarthome_7000025_948.wav,ลดอุณหภูมิหม้อทอดลงอีกสิบองศา
34694,wavs/record_smarthome_7000053_2090.wav,เปิดเสียงสวดมนต์ให้หน่อยนะ
34695,wavs/record_smarthome_7000053_1864.wav,เปิดเครื่องดูดควันเดี๋ยวนี้
34696,wavs/record_healthcare_7000033_1268.wav,กลางคืนเวลานอนก็มีไอบ้าง
34701,wavs/record_smarthome_7000034_405.wav,ปิดน้ำที่ห้องครัว
34702,wavs/record_healthcare_7000051_544.wav,รู้สึกมีไข้เหมือนเป็นไข้หวัดนก
34704,wavs/record_healthcare_7000032_769.wav,เวลาเดินไปไหนรู้สึกเจ็บบริเวณหัวใจ
34705,wavs/record_healthcare_7000028_1573.wav,รู้สึกปวดแผลที่เท้ามากสงสัยว่าแผลจะติดเชื้อ
34707,wavs/record_smarthome_7000034_839.wav,ปิดไฟห้องน้ำภายในสองนาที
34708,wavs/record_healthcare_7000029_1282.wav,กินข้าวไม่ลง
34710,wavs/record_healthcare_7000021_577.wav,รู้สึกเจ็บเข่าเหมือนไปล้มที่ไหนมา
34711,wavs/record_healthcare_7000035_579.wav,รู้สึกเจ็บเสียวบริเวณหัวเข่า
34712,wavs/record_healthcare_7000051_981.wav,น้ำเข้าหูเลยทำให้ปวดหู
34713,wavs/record_smarthome_7000042_1644.wav,เปิดพัดลมเพดานห้องเก็บของ
34714,wavs/record_healthcare_7000028_346.wav,ช่วงนี้อากาศเปลี่ยนแปลงบ่อยรู้สึกมีไข้เล็กน้อย
34715,wavs/record_healthcare_7000050_1964.wav,ยกของหนักก็ปวดเมื่อยร่างกาย
34716,wavs/record_smarthome_7000050_2073.wav,เปิดเพลงในอีกสิบนาที
34717,wavs/record_smarthome_7000025_870.wav,ปิดไฟในครัวตอนนี้
34718,wavs/record_smarthome_7000026_745.wav,ปิดไฟ
34719,wavs/record_healthcare_7000043_1145.wav,รู้สึกหน่วงในท้องแต่ปวดไม่มาก
34720,wavs/record_smarthome_7000017_618.wav,ปิดเครื่องต้มน้ำร้อน
34721,wavs/record_smarthome_7000031_2539.wav,เพิ่มอุณหภูมิเครื่องปรับอากาศในห้องอาหารเป็นยี่สิบเจ็ดองศาเซลเซียส
34722,wavs/record_healthcare_7000033_1684.wav,กลัวจะไม่ถูกรัก
34724,wavs/record_healthcare_7000016_1203.wav,เป็นร้อนในบริเวณช่องปาก
34726,wavs/record_smarthome_7000043_1208.wav,เปลี่ยนช่องไปช่องอื่นหน่อย
34731,wavs/record_healthcare_7000033_2027.wav,ออกไปวิ่งแต่เช้าพอกลับถึงบ้านรู้สึกเจ็บกล้ามเนื้อบริเวณขา
34732,wavs/record_healthcare_7000036_1916.wav,นอนดึกมาหลายวันรู้สึกตาพร่ามัว
34733,wavs/record_healthcare_7000029_374.wav,ต้องพึ่งยานวดยาทานี่แหละเวลาปวดเข่า
34736,wavs/record_smarthome_7000042_2535.wav,เพิ่มอุณหภูมิห้องน้ำให้อุ่นขึ้นอีกสามองศาเซลเซียส
34737,wavs/record_smarthome_7000038_1940.wav,เปิดเครื่องฟอกอากาศในห้องอาหารสองชั่วโมง
34738,wavs/record_smarthome_7000026_1300.wav,เปิดก๊อกน้ำล้างมืออัตโนมัติ
34742,wavs/record_smarthome_7000022_1995.wav,เปิดเตาแก๊สระดับเบา
34743,wavs/record_healthcare_7000022_2388.wav,ปวดแผลที่ผ่าตัด
34744,wavs/record_smarthome_7000039_2290.wav,เปิดไฟทางเดินตรงบันได
34745,wavs/record_smarthome_7000033_580.wav,ปิดสัญญาณกันขโมย
34746,wavs/record_smarthome_7000016_1319.wav,เปิดชักโครก
34749,wavs/record_smarthome_7000044_2373.wav,เปิดไฟหน้าอ่างล้างหน้า
34750,wavs/record_healthcare_7000038_680.wav,เจ็บหน้าอกใจสั่นกว่าปกติ
34751,wavs/record_smarthome_7000023_1606.wav,เปิดพัดลมระบายอากาศเวลาทำอาหาร
34752,wavs/record_smarthome_7000037_2077.wav,เปิดเพลงในโรงรถ
34754,wavs/record_healthcare_7000028_989.wav,ปวดท้องข้างซ้าย
34756,wavs/record_healthcare_7000043_391.wav,นั่งนานทำให้ปวดหลังเรื้อรัง
34757,wavs/record_healthcare_7000021_1559.wav,รอยแผลใหญ่มากกลัวติดเชื้อ
34758,wavs/record_healthcare_7000032_2492.wav,เสมหะเยอะหายใจติดขัด
34759,wavs/record_smarthome_7000039_2541.wav,เพิ่มอุณหภูมิเตาไฟฟ้าให้หน่อย
34761,wavs/record_healthcare_7000023_420.wav,ปวดหลังเหมือนมีใครมานั่งทับเลย
34762,wavs/record_smarthome_7000037_1938.wav,เปิดเครื่องฟอกอากาศในหนึ่งนาที
34763,wavs/record_healthcare_7000041_1505.wav,นั่งทำงานนานไปหน่อยจนมองตัวหนังสือไม่ชัด
34764,wavs/record_smarthome_7000028_2296.wav,เปิดไฟที่กระจก
34765,wavs/record_healthcare_7000040_2038.wav,เจ็บกล้ามเนื้อขาจนไม่อยากลุกไปไหน
34766,wavs/record_healthcare_7000044_1147.wav,รู้สึกอยากอ้วกเพราะปวดหัวจังเลย
34767,wavs/record_smarthome_7000038_1594.wav,เปิดพัดลมทุกตัวหน่อย
34770,wavs/record_smarthome_7000036_2170.wav,เปิดแอร์ในอีกห้านาทีเป็นเวลาหกชั่วโมง
34771,wavs/record_healthcare_7000039_1116.wav,ยกของหนักหนักจะทำให้ปวดไหล่
34772,wavs/record_smarthome_7000052_84.wav,ช่วยระบายน้ำออกด้วยนะ
34773,wavs/record_healthcare_7000034_760.wav,เวลาลุกต้องคอยระวังเดี๋ยวจะเจ็บเข่า
34774,wavs/record_smarthome_7000036_1358.wav,เปิดทีวีช่องยี่สิบเก้าให้หน่อย
34775,wavs/record_smarthome_7000028_2308.wav,เปิดไฟที่จอดรถเวลาหกโมงครึ่งให้หน่อย
34776,wavs/record_healthcare_7000026_1526.wav,ปวดภายในเหมือนจะเป็นไส้ติ่ง
34779,wavs/record_smarthome_7000035_2011.wav,เปิดเพลงของบอดี้สแลมให้หน่อย
34780,wavs/record_smarthome_7000021_1907.wav,เปิดเครื่องทำน้ำอุ่นระดับความอุ่นปานกลาง
34781,wavs/record_smarthome_7000044_1822.wav,เปิดหน้าต่างให้หน่อยอยากรับลมเย็นข้างนอก
34782,wavs/record_smarthome_7000038_230.wav,ปรับน้ำที่ฝักบัวเป็นน้ำเย็นทีวันนี้อากาศร้อนมาก
34784,wavs/record_healthcare_7000017_1119.wav,รู้สึกคันที่ขาจนเกาไม่หยุด
34785,wavs/record_healthcare_7000022_371.wav,ตุ่มแดงขึ้นเต็มเลยไม่รู้ไปโดนอะไรมา
34786,wavs/record_smarthome_7000037_589.wav,ปิดหน้าต่างอย่าให้ลมเข้า
34788,wavs/record_smarthome_7000027_129.wav,ตรวจสอบชุดเครื่องใช้ไฟฟ้าในครัวในอีกสิบนาที
34789,wavs/record_smarthome_7000050_1428.wav,เปิดน้ำที่โรงจอดรถ
34790,wavs/record_healthcare_7000038_1666.wav,ใส่แว่นตาแล้วยังมองเห็นไม่ชัดอยู่เลย
34791,wavs/record_healthcare_7000028_1627.wav,เผลอกินน้ำเย็นเข้าไปจึงไอไม่หยุด
34792,wavs/record_smarthome_7000028_2086.wav,เปิดเสียงนกร้อง
34793,wavs/record_smarthome_7000023_1862.wav,เปิดเครื่องดูดควันอาหาร
34795,wavs/record_healthcare_7000016_1128.wav,รู้สึกปวดไหล่ข้างขวา
34796,wavs/record_healthcare_7000053_2063.wav,เจ็บเท้าเหมือนจะมีรอยช้ำ
34797,wavs/record_smarthome_7000027_1307.wav,เปิดก๊อกน้ำในห้องน้ำ
34798,wavs/record_smarthome_7000021_2310.wav,เปิดไฟที่จอดรถในอีกสิบห้านาที
34799,wavs/record_smarthome_7000017_1233.wav,เปลี่ยนเป็นเสียงฝนตกให้หน่อยนะ
34800,wavs/record_healthcare_7000037_15.wav,ข้อมือเจ็บทุกครั้งที่พิมพ์งานหนัก
34803,wavs/record_healthcare_7000039_420.wav,ปวดหลังเหมือนมีใครมานั่งทับเลย
34808,wavs/record_healthcare_7000044_556.wav,รู้สึกอยากนอนมากกว่าปกติ
34810,wavs/record_smarthome_7000025_1113.wav,อีกห้านาทีปิดไฟในห้องครัวด้วย
34811,wavs/record_healthcare_7000038_1266.wav,กระวนกระวายพลิกตัวไปมานอนไม่หลับ
34812,wavs/record_healthcare_7000019_579.wav,รู้สึกเจ็บเสียวบริเวณหัวเข่า
34815,wavs/record_smarthome_7000051_1961.wav,เปิดเครื่องเป่าลมระบายอากาศ
34817,wavs/record_smarthome_7000031_63.wav,ชาร์จไฟรถยนต์
34818,wavs/record_healthcare_7000023_1232.wav,เส้นเอ็นที่ไหล่ฉีกขาดทำให้ปวดไหล่
34822,wavs/record_smarthome_7000039_1328.wav,เปิดช่องระบายอากาศข้างล่าง
34823,wavs/record_healthcare_7000029_575.wav,รู้สึกเจ็บเข่าเหมือนจะอักเสบ
34825,wavs/record_smarthome_7000021_2037.wav,เปิดเพลงยุคเก้าศูนย์
34827,wavs/record_smarthome_7000041_1677.wav,เปิดม่าน
34832,wavs/record_healthcare_7000025_1053.wav,ปวดไหล่แบบล้าไปหมดไม่มีแรง
34835,wavs/record_smarthome_7000051_2180.wav,เปิดโคมไฟระย้า
34836,wavs/record_healthcare_7000022_1666.wav,ใส่แว่นตาแล้วยังมองเห็นไม่ชัดอยู่เลย
34837,wavs/record_smarthome_7000042_1865.wav,เปิดเครื่องดูดควันเบอร์หนึ่ง
34838,wavs/record_healthcare_7000054_2121.wav,โดนมีดบาดจนเกิดแผลเลย
34840,wavs/record_healthcare_7000039_2337.wav,ช่วยด้วยหายใจไม่ออก
34841,wavs/record_smarthome_7000018_491.wav,ปิดพัดลมปรับอากาศ
34844,wavs/record_healthcare_7000053_1167.wav,วันนี้เวียนหัวจนเกือบล้มลงไป
34845,wavs/record_smarthome_7000041_1555.wav,เปิดผ้าม่านหน่อย
34850,wavs/record_smarthome_7000043_784.wav,ปิดไฟที่จอดรถเวลาห้านาฬิกา
34851,wavs/record_smarthome_7000021_79.wav,ช่วยปิดพัดลมห้องเก็บของในอีกสองนาที
34852,wavs/record_smarthome_7000054_2260.wav,เปิดไฟตรงทางเข้าห้องครัว
34853,wavs/record_healthcare_7000022_1712.wav,คิดถึงแต่เรื่องราวในอดีต
34855,wavs/record_healthcare_7000022_403.wav,ปวดหลังจนเคลื่อนไหวไม่สะดวก
34857,wavs/record_smarthome_7000031_1273.wav,เปิดกล้องวงจรปิดห้องนั่งเล่น
34858,wavs/record_smarthome_7000026_2163.wav,เปิดแอร์เย็นเย็นในห้องอาหารให้หน่อย
34861,wavs/record_healthcare_7000041_2357.wav,ท้องแข็งมากเลยอึดอัดท้อง
34862,wavs/record_smarthome_7000032_1571.wav,เปิดฝักบัวในห้องน้ำ
34864,wavs/record_smarthome_7000051_2133.wav,เปิดแอร์ห้องนั่งเล่นยี่สิบห้าองศาเซลเซียส
34865,wavs/record_smarthome_7000035_274.wav,ปรับอุณหภูมิน้ำเป็นน้ำร้อน
34867,wavs/record_smarthome_7000035_2136.wav,เปิดแอร์ห้องนั่งเล่นให้เบาลง
34868,wavs/record_smarthome_7000054_702.wav,ปิดแอร์ห้องนั่งเล่นในอีกหนึ่งชั่วโมง
34869,wavs/record_healthcare_7000026_683.wav,เจ็บหัวเข่าเมื่อออกกำลังกาย
34870,wavs/record_smarthome_7000042_1430.wav,เปิดน้ำฝักบัวระดับแรง
34874,wavs/record_healthcare_7000019_2356.wav,ท้องอืดมาหลายวันแล้ว
34875,wavs/record_smarthome_7000052_283.wav,ปรับอุณหภูมิเตาอบในห้องครัวเป็นสองร้อยองศาเซลเซียสให้หน่อยนะ
34876,wavs/record_smarthome_7000036_325.wav,ปรับไฟให้สว่างน้อยลง
34878,wavs/record_smarthome_7000037_241.wav,ปรับม่านรับแสง
34879,wavs/record_smarthome_7000037_1164.wav,เตือนซื้อสบู่ตอนบ่ายโมง
34880,wavs/record_smarthome_7000025_1896.wav,เปิดเครื่องทำความร้อนในห้องครัว
34881,wavs/record_smarthome_7000029_1585.wav,เปิดพัดลมช่วยระบายอากาศ
34882,wavs/record_healthcare_7000019_1267.wav,กลัวว่าจะป่วยหนักจนวิตกกังวล
34884,wavs/record_smarthome_7000042_576.wav,ปิดวิทยุในห้องนั่งเล่น
34885,wavs/record_healthcare_7000042_1575.wav,รู้สึกว่าเริ่มมีหนองตรงแผลผ่าตัด
34886,wavs/record_smarthome_7000053_1195.wav,เปลี่ยนช่อง
34888,wavs/record_smarthome_7000053_31.wav,ขยายหน้าจอโทรทัศน์
34889,wavs/record_smarthome_7000039_1506.wav,เปิดประตูที่จอดรถในอีกห้านาที
34890,wavs/record_smarthome_7000038_2059.wav,เปิดเพลงแบบผ่อนคลาย
34892,wavs/record_healthcare_7000028_1181.wav,ออกกำลังกายมากเกินไปอาจจะทำให้รู้สึกวิงเวียนศีรษะได้
34893,wavs/record_smarthome_7000039_1602.wav,เปิดพัดลมระบายอากาศห้องน้ำให้หน่อย
34894,wavs/record_smarthome_7000020_410.wav,ปิดน้ำที่ใส่เครื่องล้างจาน
34895,wavs/record_smarthome_7000052_2381.wav,เปิดไฟหลังหกโมงเย็นนะ
34897,wavs/record_smarthome_7000026_1080.wav,อีกสามนาทีเปิดทีวีให้หน่อย
34898,wavs/record_healthcare_7000043_2354.wav,ท้องผูกแน่นเฟ้อมาหลายวันแล้ว
34899,wavs/record_smarthome_7000023_615.wav,ปิดเครื่องดูดอากาศห้องครัว
34902,wavs/record_smarthome_7000031_508.wav,ปิดพัดลมเพดานในอีกห้านาที
34905,wavs/record_smarthome_7000018_1502.wav,เปิดประตูทางเข้าที่จอดรถ
34907,wavs/record_smarthome_7000044_816.wav,ปิดไฟหน้าห้องให้หน่อย
34908,wavs/record_smarthome_7000016_277.wav,ปรับอุณหภูมิห้องให้อยู่ที่ยี่สิบแปดองศาเซลเซียส
34909,wavs/record_smarthome_7000034_995.wav,ล็อกประตูฝั่งขวาในอีกสิบนาที
34910,wavs/record_smarthome_7000040_978.wav,ลดแสงไฟในห้องนั่งเล่น
34911,wavs/record_healthcare_7000022_412.wav,ปวดหลังเป็นประจำ
34912,wavs/record_healthcare_7000025_398.wav,ปวดตามหลังเวลานั่งนาน
34914,wavs/record_smarthome_7000033_1991.wav,เปิดเตาแก๊ส
34915,wavs/record_smarthome_7000025_991.wav,ล็อกประตูที่จอดรถ
34916,wavs/record_smarthome_7000026_176.wav,ตั้งเวลาเตาอบสิบนาที
34917,wavs/record_smarthome_7000021_24.wav,กรุณาเปิดเครื่องไล่แมลงรบกวนในห้องเก็บของ
34918,wavs/record_smarthome_7000039_1305.wav,เปิดก๊อกน้ำอ่างอาบน้ำห้านาที
34919,wavs/record_smarthome_7000035_1939.wav,เปิดเครื่องฟอกอากาศในห้องนั่งเล่น
34922,wavs/record_smarthome_7000032_775.wav,ปิดไฟทางเดินเข้าบ้าน
34923,wavs/record_smarthome_7000032_986.wav,ลวกช้อนสองนาที
34924,wavs/record_smarthome_7000041_1788.wav,เปิดสัญญาณกันขโมยในอีกห้านาที
34925,wavs/record_smarthome_7000023_811.wav,ปิดไฟหน่อย
34926,wavs/record_smarthome_7000021_1148.wav,เช็คสัญญาณกันขโมยรถ
34929,wavs/record_healthcare_7000044_1030.wav,ปวดหูแบบหูอื้อมีอะไรอัดอยู่เต็มหูแต่พอแคะดูก็ไม่มีอะไร
34933,wavs/record_smarthome_7000016_2345.wav,เปิดไฟรั้วบ้านให้หน่อย
34935,wavs/record_smarthome_7000027_784.wav,ปิดไฟที่จอดรถเวลาห้านาฬิกา
34938,wavs/record_smarthome_7000018_377.wav,ปิดทีวี
34939,wavs/record_healthcare_7000038_1143.wav,รู้สึกวิงเวียนเหมือนบ้านหมุน
34942,wavs/record_healthcare_7000054_816.wav,กินผลไม้เยอะไปหน่อยเลยปวดท้อง
34944,wavs/record_smarthome_7000039_1268.wav,เปิดกล้องวงจรปิดที่ทำงาน
34945,wavs/record_smarthome_7000040_1970.wav,เปิดเครื่องเล่นเสียงในห้องอาหาร
34946,wavs/record_healthcare_7000018_425.wav,ปวดหัวเข่ามีเสียงกระดูกลั่น
34947,wavs/record_healthcare_7000017_547.wav,รู้สึกร่างกายเหนื่อยล้าเหมือนคนไม่มีแรง
34948,wavs/record_smarthome_7000019_853.wav,ปิดไฟห้องเก็บของ
34951,wavs/record_smarthome_7000025_2591.wav,เลื่อนม่านที่หน้าต่างขึ้น
34952,wavs/record_healthcare_7000037_669.wav,เจ็บบริเวณหน้าอกเหมือนมีดบาด
34954,wavs/record_healthcare_7000051_2129.wav,ไม่ได้ใส่รองเท้าเดินจนเจ็บ
34955,wavs/record_smarthome_7000029_2097.wav,เปิดแสงไฟปาร์ตี้
34957,wavs/record_healthcare_7000037_1183.wav,อากาศร้อนเริมขึ้นเยอะเลย
34958,wavs/record_smarthome_7000033_2150.wav,เปิดแอร์อุณหภูมิยี่สิบองศาเซลเซียส
34959,wavs/record_smarthome_7000018_1430.wav,เปิดน้ำฝักบัวระดับแรง
34960,wavs/record_smarthome_7000029_1475.wav,เปิดน้ำเย็นผสมให้หน่อย
34962,wavs/record_smarthome_7000025_735.wav,ปิดโคมไฟห้องนั่งเล่น
34966,wavs/record_smarthome_7000039_1605.wav,เปิดพัดลมระบายอากาศเมื่อตอนใช้งานห้องน้ำ
34967,wavs/record_smarthome_7000029_1908.wav,เปิดเครื่องทำน้ำอุ่นสามสิบเก้าองศาเซลเซียส
34968,wavs/record_healthcare_7000028_2103.wav,เลือดกำเดาไหล
34969,wavs/record_healthcare_7000042_699.wav,เจ็บเข่าเดินแล้วเหมือนมีเสียงในเข่า
34970,wavs/record_healthcare_7000051_968.wav,ตื่นเช้ามาก็รู้สึกวิงเวียนศีรษะ
34974,wavs/record_healthcare_7000053_1971.wav,รู้สึกตื่นตระหนกง่าย
34976,wavs/record_smarthome_7000035_2014.wav,เปิดเพลงคลาสสิกที่ห้องนั่งเล่น
34977,wavs/record_smarthome_7000040_80.wav,ช่วยปิดเตาแก๊สหน่อย
34978,wavs/record_healthcare_7000044_1624.wav,เท้าบวมเพราะแผลติดเชื้อ
34979,wavs/record_healthcare_7000031_671.wav,เจ็บบริเวณหัวใจเหมือนหัวใจเต้นผิดจังหวะ
34981,wavs/record_smarthome_7000021_1025.wav,วิธีทำขนมบัวลอย
34984,wavs/record_smarthome_7000021_496.wav,ปิดพัดลมระบายอากาศในอีกสิบห้านาที
34985,wavs/record_healthcare_7000050_638.wav,อยากอาเจียนมาก
34986,wavs/record_smarthome_7000021_1808.wav,เปิดหน้าต่างสามบาน
34987,wavs/record_smarthome_7000033_1171.wav,เตือนให้ล็อครถทุกครั้งที่รถจอดด้วย
34988,wavs/record_smarthome_7000042_305.wav,ปรับแสงไฟบริเวณที่จอดรถให้สว่างขึ้นให้หน่อย
34994,wavs/record_smarthome_7000029_2266.wav,เปิดไฟตรงห้องบันไดข้างล่าง
34996,wavs/record_healthcare_7000035_1139.wav,รู้สึกวิงเวียนศีรษะจนอยากอาเจียน
34997,wavs/record_smarthome_7000029_2021.wav,เปิดเพลงดังดังหน่อย
34998,wavs/record_smarthome_7000031_2167.wav,เปิดแอร์ยี่สิบห้าองศาในอีกสามสิบนาที
35001,wavs/record_smarthome_7000017_1976.wav,เปิดเซ็นเซอร์วัดระดับฝุ่นพีเอ็มสองจุดห้า
35002,wavs/record_smarthome_7000023_2130.wav,เปิดแอร์ห้องนั่งเล่นตอนสิบเอ็ดโมง
35003,wavs/record_healthcare_7000025_1930.wav,ปวดร้าวบริเวณกล้ามเนื้อขา
35004,wavs/record_smarthome_7000040_963.wav,ลดเสียงลงสองระดับ
35005,wavs/record_smarthome_7000038_918.wav,ยกฝาชักโครกขึ้น
35007,wavs/record_smarthome_7000053_1094.wav,อีกสิบนาทีเปิดประตู
35013,wavs/record_healthcare_7000041_1541.wav,มองเห็นไม่ชัดเหมือนมีอะไรติดอยู่ที่ตา
35014,wavs/record_smarthome_7000053_1434.wav,เปิดน้ำพุแมว
35015,wavs/record_smarthome_7000022_2202.wav,เปิดโหมดตีฟอง
35018,wavs/record_smarthome_7000034_518.wav,ปิดพัดลมในห้องนั่งเล่นอีกสามสิบนาที
35021,wavs/record_smarthome_7000019_784.wav,ปิดไฟที่จอดรถเวลาห้านาฬิกา
35024,wavs/record_smarthome_7000040_392.wav,ปิดที่กั้นผ้าม่านห้องน้ำ
35025,wavs/record_smarthome_7000042_1776.wav,เปิดวิทยุเพลงหมอลำ
35026,wavs/record_smarthome_7000026_157.wav,ตั้งเวลาชงกาแฟร้อนในห้องอาหาร
35027,wavs/record_smarthome_7000031_2367.wav,เปิดไฟหน้าทีวีในอีกห้านาที
35029,wavs/record_smarthome_7000042_25.wav,กรุณาเปิดแอร์ห้องอาหารในอีกสามสิบนาที
35030,wavs/record_healthcare_7000043_1647.wav,แผลตรงข้อเท้าน่าจะติดเชื้อ
35031,wavs/record_healthcare_7000051_2443.wav,หายใจลำบากมากเวลาอยู่ในที่แออัด
35034,wavs/record_smarthome_7000029_1761.wav,เปิดลำโพงให้ดังกว่านี้หน่อยสิ
35035,wavs/record_healthcare_7000034_606.wav,ลืมห่มผ้าตอนนอนตื่นเช้ามาทำให้รู้สึกมาไข้
35036,wavs/record_smarthome_7000052_2517.wav,เพิ่มความสว่างไฟอีกยี่สิบเปอร์เซ็นต์
35038,wavs/record_smarthome_7000053_1987.wav,เปิดเตาอบไฟบนล่างสิบนาที
35039,wavs/record_smarthome_7000023_2302.wav,เปิดไฟที่จอดรถเดี๋ยวนี้
35040,wavs/record_smarthome_7000031_882.wav,ปิดไฟในห้องนั่งเล่น
35041,wavs/record_healthcare_7000032_638.wav,อยากอาเจียนมาก
35042,wavs/record_smarthome_7000044_1227.wav,เปลี่ยนเป็นช่องสามที
35045,wavs/record_smarthome_7000020_94.wav,ช่วยเปิดพัดลมดูดอากาศด้วยนะ
35046,wavs/record_healthcare_7000053_784.wav,โอ้ยรู้สึกปวดเข่ามากเลย
35047,wavs/record_smarthome_7000038_2447.wav,เปิดไฟโต๊ะทานอาหารให้หน่อย
35048,wavs/record_smarthome_7000042_1775.wav,เปิดวิทยุห้องอาหาร
35049,wavs/record_smarthome_7000016_1757.wav,เปิดลำโพงในห้องนั่งเล่น
35050,wavs/record_smarthome_7000021_401.wav,ปิดน้ำจากฝักบัวเดี๋ยวนี้
35051,wavs/record_smarthome_7000033_1640.wav,เปิดพัดลมเบอร์หนึ่งในห้องนั่งเล่น
35052,wavs/record_healthcare_7000051_2414.wav,รู้สึกปวดบริเวณข้อมือ
35056,wavs/record_smarthome_7000053_249.wav,ปรับระดับค่าออกซิเจน
35061,wavs/record_smarthome_7000040_947.wav,ลดอุณหภูมิน้ำลงสององศาเซลเซียส
35062,wavs/record_smarthome_7000028_675.wav,ปิดเพลงในห้องอาหาร
35064,wavs/record_smarthome_7000036_2313.wav,เปิดไฟที่ชั้นวางในห้องเก็บของให้หน่อย
35065,wavs/record_healthcare_7000016_2038.wav,เจ็บกล้ามเนื้อขาจนไม่อยากลุกไปไหน
35067,wavs/record_smarthome_7000051_1366.wav,เปิดทีวีช่องสามสิบสาม
35068,wavs/record_healthcare_7000034_1018.wav,ปวดหูขึ้นมาเป็นช่วงช่วง
35070,wavs/record_healthcare_7000038_996.wav,ปวดท้องเข้าห้องน้ำ
35071,wavs/record_smarthome_7000019_205.wav,ทำน้ำแข็งแบบก้อนเล็ก
35073,wavs/record_smarthome_7000020_1210.wav,เปลี่ยนทีวีช่องสามสิบสาม
35074,wavs/record_smarthome_7000054_2354.wav,เปิดไฟสีเขียว
35075,wavs/record_smarthome_7000035_1088.wav,อีกสิบนาทีปิดทีวี
35077,wavs/record_smarthome_7000038_2295.wav,เปิดไฟทางเดินให้หน่อย
35079,wavs/record_healthcare_7000034_994.wav,ปวดท้องมากปวดเป็นพักพัก
35080,wavs/record_smarthome_7000037_828.wav,ปิดไฟห้องครัวในอีกหนึ่งชั่วโมง
35081,wavs/record_smarthome_7000038_1051.wav,หรี่ไฟในห้องนั่งเล่นหน่อย
35083,wavs/record_smarthome_7000033_1527.wav,เปิดประตูห้องเก็บของในอีกห้านาที
35085,wavs/record_smarthome_7000043_997.wav,ล็อกประตูห้องครัวด้านหลัง
35086,wavs/record_healthcare_7000037_1929.wav,ปวดบริเวณส้นเท้า
35088,wavs/record_healthcare_7000033_405.wav,ปวดหลังนั่งนานไม่ได้
35089,wavs/record_healthcare_7000034_569.wav,รู้สึกเจ็บหัวใจจี๊ดตอนนั่งทำงาน
35091,wavs/record_smarthome_7000041_498.wav,ปิดพัดลมระบายอากาศให้หน่อย
35092,wavs/record_smarthome_7000021_2386.wav,เปิดไฟห้องครัวทางด้านซ้ายมือ
35094,wavs/record_smarthome_7000034_13.wav,กดน้ำหนึ่งลิตร
35097,wavs/record_healthcare_7000034_525.wav,รู้สึกปวดหลังตรงช่วงเอว
35098,wavs/record_smarthome_7000044_1388.wav,เปิดทีวีในอีกยี่สิบนาที
35099,wavs/record_healthcare_7000026_543.wav,รู้สึกมีไข้เหมือนเป็นไข้หวัด
35100,wavs/record_smarthome_7000023_440.wav,ปิดประตูรั้ว
35101,wavs/record_smarthome_7000025_1762.wav,เปิดลิเก
35104,wavs/record_smarthome_7000039_536.wav,ปิดฝักบัวเมื่ออาบน้ำเสร็จ
35105,wavs/record_smarthome_7000026_1238.wav,เปลี่ยนเพลงในอีกห้านาที
35106,wavs/record_smarthome_7000021_570.wav,ปิดลำโพงในห้องนั่งเล่น
35108,wavs/record_smarthome_7000037_2215.wav,เปิดใช้งานปุ่มกดสัญญาณฉุกเฉิน
35111,wavs/record_smarthome_7000040_1067.wav,อากาศไม่ถ่ายเทเปิดพัดลมดูดอากาศ
35113,wavs/record_smarthome_7000032_2067.wav,เปิดเพลงในห้องนั่งเล่น
35114,wavs/record_healthcare_7000052_776.wav,เหมือนอิฐทับหลัง
35116,wavs/record_smarthome_7000032_1431.wav,เปิดน้ำฝักบัวอุณหภูมิสามสิบองศาเซลเซียส
35118,wavs/record_smarthome_7000052_1792.wav,เปิดสัญญาณเตือนไฟไหม้
35119,wavs/record_smarthome_7000028_2642.wav,โปรดเปิดไฟห้องครัว
35122,wavs/record_smarthome_7000039_330.wav,ปลดล็อกประตูห้องน้ำ
35124,wavs/record_smarthome_7000016_80.wav,ช่วยปิดเตาแก๊สหน่อย
35125,wavs/record_smarthome_7000038_1864.wav,เปิดเครื่องดูดควันเดี๋ยวนี้
35129,wavs/record_smarthome_7000018_2128.wav,เปิดแอร์ห้องครัว
35130,wavs/record_healthcare_7000040_1700.wav,ขาขึ้นผื่นทั้งขาเลย
